#Wave		#Intensity
1883.957031	12368.996094
1882.277344	12523.230469
1880.597656	12718.619141
1878.916016	12566.288086
1877.236328	12613.491211
1875.554688	12695.420898
1873.873047	12487.299805
1872.191406	12446.894531
1870.509766	12670.730469
1868.826172	12618.225586
1867.142578	12600.453125
1865.458984	12661.149414
1863.775391	12430.664063
1862.091797	12548.681641
1860.408203	12411.807617
1858.722656	12704.659180
1857.037109	12594.939453
1855.351563	12809.262695
1853.666016	12523.286133
1851.980469	12561.290039
1850.292969	12477.291016
1848.607422	12664.349609
1846.919922	12384.663086
1845.232422	12531.023438
1843.542969	12656.253906
1841.855469	12627.980469
1840.166016	12553.090820
1838.478516	12648.157227
1836.789063	12573.292969
1835.097656	12639.752930
1833.408203	12570.930664
1831.716797	12434.525391
1830.027344	12552.041992
1828.335938	12633.462891
1826.644531	12516.647461
1824.951172	12617.553711
1823.259766	12478.276367
1821.566406	12513.121094
1819.873047	12600.458984
1818.179688	12675.757813
1816.486328	12475.098633
1814.792969	12725.804688
1813.097656	12902.953125
1811.402344	12609.456055
1809.707031	12623.235352
1808.011719	12542.634766
1806.316406	12679.229492
1804.619141	12676.510742
1802.923828	12598.941406
1801.226563	12554.331055
1799.529297	12791.058594
1797.830078	12510.045898
1796.132813	12646.464844
1794.433594	12609.354492
1792.734375	12620.102539
1791.035156	12557.600586
1789.335938	12608.703125
1787.636719	12712.076172
1785.935547	12689.923828
1784.234375	12642.390625
1782.533203	12568.000000
1780.832031	12648.895508
1779.130859	12487.966797
1777.429688	12536.013672
1775.726563	12666.092773
1774.023438	12588.788086
1772.320313	12580.111328
1770.617188	12587.837891
1768.912109	12492.708984
1767.207031	12460.210938
1765.503906	12585.661133
1763.798828	12469.735352
1762.091797	12636.828125
1760.386719	12546.251953
1758.679688	12486.975586
1756.974609	12461.955078
1755.267578	12438.432617
1753.560547	12539.886719
1751.851563	12352.743164
1750.144531	12598.415039
1748.435547	12427.691406
1746.726563	12744.586914
1745.017578	12658.610352
1743.308594	12551.869141
1741.597656	12507.562500
1739.888672	12568.717773
1738.177734	12603.119141
1736.466797	12554.373047
1734.753906	12657.032227
1733.042969	12655.776367
1731.330078	12605.562500
1729.619141	12623.597656
1727.906250	12674.247070
1726.191406	12544.000977
1724.478516	12576.856445
1722.763672	12532.636719
1721.050781	12492.878906
1719.335938	12534.608398
1717.621094	12397.123047
1715.904297	12441.813477
1714.189453	12470.201172
1712.472656	12523.734375
1710.755859	12553.568359
1709.039063	12638.125000
1707.322266	12462.333008
1705.603516	12351.680664
1703.886719	12341.605469
1702.167969	12672.966797
1700.449219	12572.680664
1698.730469	12561.083008
1697.009766	12353.034180
1695.291016	12579.249023
1693.570313	12539.601563
1691.849609	12501.446289
1690.128906	12464.781250
1688.406250	12372.063477
1686.685547	12325.114258
1684.962891	12561.357422
1683.240234	12599.908203
1681.517578	12575.050781
1679.792969	12379.230469
1678.070313	12501.786133
1676.345703	12378.254883
1674.621094	12405.014648
1672.896484	12349.295898
1671.171875	12349.546875
1669.445313	12438.115234
1667.720703	12488.380859
1665.994141	12462.114258
1664.267578	12428.502930
1662.539063	12399.317383
1660.812500	12381.906250
1659.083984	12427.712891
1657.355469	12342.694336
1655.626953	12500.162109
1653.898438	12378.434570
1652.169922	12284.666992
1650.439453	12371.555664
1648.708984	12139.825195
1646.978516	12305.965820
1645.248047	12282.729492
1643.517578	12192.012695
1641.785156	12208.414063
1640.052734	12248.270508
1638.320313	12244.123047
1636.587891	12110.980469
1634.855469	12219.708984
1633.121094	12281.502930
1631.386719	12217.286133
1629.652344	12262.940430
1627.917969	12179.718750
1626.183594	12106.779297
1624.447266	12190.478516
1622.712891	12051.718750
1620.976563	12088.576172
1619.240234	11965.986328
1617.501953	12027.703125
1615.765625	12124.481445
1614.027344	12086.739258
1612.289063	12082.624023
1610.550781	12193.933594
1608.812500	12097.768555
1607.072266	12121.398438
1605.333984	12063.251953
1603.593750	11961.337891
1601.853516	11982.059570
1600.111328	12049.463867
1598.371094	12084.744141
1596.628906	11981.451172
1594.886719	11952.569336
1593.144531	12119.049805
1591.402344	11983.749023
1589.660156	12048.142578
1587.916016	12157.670898
1586.171875	11924.858398
1584.427734	12009.607422
1582.683594	11896.312500
1580.937500	11825.279297
1579.193359	11985.665039
1577.447266	11972.839844
1575.701172	11958.564453
1573.955078	11854.126953
1572.207031	11905.311523
1570.460938	11955.018555
1568.712891	11981.449219
1566.964844	11864.016602
1565.216797	11857.041016
1563.466797	11748.400391
1561.718750	12042.030273
1559.968750	11997.272461
1558.218750	11775.457031
1556.468750	11920.871094
1554.716797	11887.771484
1552.966797	12028.742188
1551.214844	11747.656250
1549.462891	11737.811523
1547.710938	12023.669922
1545.957031	11821.024414
1544.205078	11780.741211
1542.451172	11733.231445
1540.697266	11763.946289
1538.943359	11728.041992
1537.187500	11684.915039
1535.433594	11696.802734
1533.677734	11548.073242
1531.921875	11708.985352
1530.166016	11547.299805
1528.410156	11656.083984
1526.652344	11613.024414
1524.894531	11552.638672
1523.136719	11525.514648
1521.378906	11468.062500
1519.621094	11609.958984
1517.861328	11588.613281
1516.101563	11407.020508
1514.341797	11330.876953
1512.582031	11375.987305
1510.822266	11363.364258
1509.060547	11542.594727
1507.298828	11567.434570
1505.539063	11409.151367
1503.775391	11457.072266
1502.013672	11438.675781
1500.250000	11441.900391
1498.488281	11279.458984
1496.724609	11255.351563
1494.960938	11434.279297
1493.195313	11411.584961
1491.431641	11430.638672
1489.666016	11320.177734
1487.900391	11264.432617
1486.134766	11156.932617
1484.367188	11293.937500
1482.601563	11413.626953
1480.833984	11320.536133
1479.066406	11289.278320
1477.298828	11217.804688
1475.529297	11344.583008
1473.761719	11377.960938
1471.992188	11372.556641
1470.222656	11450.409180
1468.453125	11436.378906
1466.681641	11321.918945
1464.912109	11379.645508
1463.140625	11471.764648
1461.369141	11176.707031
1459.597656	11463.786133
1457.824219	11373.806641
1456.052734	11430.019531
1454.279297	11458.987305
1452.505859	11467.890625
1450.732422	11316.414063
1448.957031	11365.427734
1447.183594	11594.759766
1445.408203	11356.065430
1443.632813	11336.363281
1441.857422	11249.445313
1440.080078	11204.034180
1438.304688	11174.369141
1436.527344	11251.917969
1434.750000	11179.382813
1432.972656	11018.297852
1431.193359	11137.250977
1429.414063	11087.635742
1427.636719	11139.414063
1425.857422	11011.309570
1424.076172	10958.898438
1422.296875	10910.791016
1420.515625	10906.924805
1418.734375	10741.903320
1416.953125	10746.629883
1415.171875	10795.544922
1413.388672	10897.170898
1411.607422	10663.899414
1409.824219	10732.742188
1408.041016	10664.824219
1406.255859	10753.568359
1404.472656	10539.041992
1402.687500	10595.037109
1400.902344	10612.585938
1399.117188	10539.076172
1397.332031	10568.006836
1395.544922	10598.345703
1393.759766	10523.463867
1391.972656	10465.670898
1390.185547	10410.745117
1388.396484	10293.331055
1386.609375	10474.258789
1384.820313	10368.241211
1383.031250	10378.694336
1381.242188	10105.246094
1379.451172	10418.031250
1377.662109	10174.491211
1375.871094	10376.474609
1374.080078	10239.416992
1372.289063	10205.924805
1370.496094	10288.687500
1368.705078	10121.976563
1366.912109	10255.727539
1365.119141	10450.333008
1363.326172	10137.817383
